Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Manilius Cassianus,21,88,Thrace,178,102,Secutor,2,0,Novice,Gladius (Sword),High,Superior,0.4829186542130949,Low,2.989923100232021,Excellent,Intermediate,Strong,2,Aggressive,Excellent,Survival,Entertainer,Medium,Aggressive,High,Humble,False
Tiberius Quinctilius,21,44,Germania,190,78,Retiarius,4,0,Novice,Net,Low,Basic,0.5739070363839787,Low,7.361412432571101,Poor,Intermediate,Moderate,4,Fearful,Excellent,Vengeance,Criminal,High,Balanced,Medium,Humble,False
Hostius Matienus,36,35,Rome,184,74,Hoplomachus,4,1,Novice,Spear,Medium,Standard,0.5577748670528678,Low,5.372195647134917,Adequate,Intermediate,Moderate,5,Calculative,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Humble,False
Saturninus Probus,40,54,Numidia,190,90,Thraex,8,2,Endurance,Sica (Curved Sword),Medium,Standard,0.6566141420371855,Low,6.335424162551829,Adequate,Advanced,Moderate,10,Stoic,Good,Freedom,Entertainer,Medium,Defensive,Medium,Intimidating,True
Acilius Fannius,27,49,Greece,172,83,Thraex,6,1,Endurance,Dagger,Low,Basic,0.5670293099894653,Low,5.046106600189237,Poor,Expert,Moderate,7,Fearful,Excellent,Glory,Laborer,Medium,Balanced,Low,Humble,False
Manius Furius,44,77,Rome,187,76,Retiarius,11,3,Agility,Net,Low,Basic,0.9306105573300294,Low,1.393582558808177,Poor,Expert,Strong,14,Fearful,Good,Glory,Unemployed,Medium,Aggressive,Medium,Charismatic,False
Urbanus Marius,37,87,Thrace,202,90,Secutor,7,1,Agility,Dagger,Low,Basic,0.5594261277026839,Low,5.588890218188872,Poor,Expert,Moderate,8,Calculative,Good,Freedom,Criminal,Low,Balanced,Medium,Intimidating,False
Dacian Cestius,20,108,Greece,188,81,Retiarius,2,0,Novice,Net,Medium,Standard,0.5123289662959281,Low,3.615026261331773,Adequate,Intermediate,Moderate,2,Fearful,Excellent,Glory,Criminal,Medium,Aggressive,Medium,Intimidating,False
Agrippa Secundus,22,63,Numidia,164,58,Murmillo,4,0,Speed,Dagger,Low,Basic,0.5378707848499802,Low,6.095584306361329,Poor,Advanced,Moderate,4,Fearful,Excellent,Glory,Soldier,Medium,Balanced,Low,Humble,True
Gaius Burrienus,38,67,Germania,169,103,Murmillo,13,1,Agility,Dagger,Low,Basic,0.8948700738044485,Low,2.017075124968121,Poor,Advanced,Strong,14,Stoic,Good,Glory,Unemployed,Medium,Balanced,Medium,Intimidating,True
Salvidienus Messalla,28,70,Rome,172,61,Thraex,8,2,Tactics,Dagger,Low,Basic,0.8229557370415217,Low,7.313244669858924,Poor,Advanced,Strong,10,Fearful,Excellent,Freedom,Criminal,Low,Balanced,Medium,Humble,True
Paelignus Gabinius,37,91,Rome,177,80,Murmillo,10,2,Tactics,Dagger,High,Superior,0.7718506561807559,Low,7.154091647940626,Excellent,Expert,Strong,12,Calculative,Excellent,Survival,Laborer,Medium,Defensive,Low,Intimidating,True
Amulius Balbinus,39,25,Thrace,181,82,Hoplomachus,3,1,Endurance,Dagger,High,Superior,0.5401153550019305,Low,4.959536056632563,Excellent,Expert,Strong,4,Calculative,Excellent,Wealth,Laborer,Medium,Balanced,Low,Humble,False
Silvius Caelius,29,115,Germania,183,107,Provocator,7,0,Strength,Dagger,Low,Basic,0.7485367493988764,Low,3.6946818519262887,Poor,Expert,Strong,7,Stoic,Excellent,Glory,Unemployed,Low,Balanced,High,Intimidating,True
Sicinius Sentius,40,31,Numidia,170,69,Thraex,6,3,Strength,Sica (Curved Sword),Medium,Standard,0.4755391279343213,Low,2.311907488968179,Adequate,Advanced,Moderate,9,Stoic,Good,Freedom,Unemployed,Low,Aggressive,Low,Intimidating,False
Lamponius Bruttius,18,37,Thrace,179,89,Murmillo,2,0,Strength,Dagger,Medium,Standard,0.4930877260558032,Low,4.762261493798785,Adequate,Expert,Moderate,2,Calculative,Excellent,Freedom,Soldier,Low,Defensive,Medium,Charismatic,False
Munatius Mamilius,45,121,Gaul,184,84,Murmillo,14,2,Novice,Dagger,Medium,Standard,0.9960068237735218,High,2.3045446380216497,Adequate,Intermediate,Strong,16,Fearful,Fair,Glory,Unemployed,Medium,Balanced,Low,Flamboyant,True
Laronius Sedatius,27,54,Germania,188,64,Hoplomachus,10,3,Speed,Dagger,Low,Basic,0.7456517745375534,High,1.0857176319369446,Poor,Advanced,Strong,13,Calculative,Good,Glory,Entertainer,Medium,Balanced,High,Humble,False
Florianus Cassius,33,203,Thrace,171,91,Secutor,11,6,Novice,Dagger,Medium,Standard,0.6367298390086685,High,4.017413523849684,Adequate,Intermediate,Moderate,17,Calculative,Good,Freedom,Criminal,Low,Balanced,Medium,Intimidating,True
Porcius Cincinnatus,21,72,Germania,178,78,Retiarius,4,0,Tactics,Net,High,Superior,0.5411948246123937,Low,3.503475672854783,Excellent,Expert,Strong,4,Calculative,Excellent,Vengeance,Criminal,Medium,Aggressive,High,Intimidating,False
Gordian Ofilius,43,22,Numidia,168,64,Provocator,11,2,Endurance,Gladius (Sword),High,Superior,0.90990739842102,Low,0.9542422055537988,Excellent,Expert,Strong,13,Aggressive,Good,Glory,Entertainer,Low,Balanced,Medium,Charismatic,False
Palpellius Caedicius,21,104,Gaul,173,94,Thraex,3,0,Strength,Sica (Curved Sword),Medium,Standard,0.5549059858656789,Low,5.927561130627868,Adequate,Advanced,Moderate,3,Calculative,Excellent,Survival,Soldier,Medium,Balanced,Medium,Humble,False
Nautius Agrippa,22,92,Thrace,143,77,Provocator,8,0,Novice,Gladius (Sword),Medium,Standard,0.8594818663195086,Low,6.6491347545917385,Adequate,Intermediate,Strong,8,Aggressive,Excellent,Freedom,Soldier,High,Aggressive,High,Flamboyant,True
Maecenas Cispius,37,18,Thrace,179,116,Secutor,12,1,Tactics,Gladius (Sword),Medium,Standard,0.8656522950495357,Low,5.246304027714929,Adequate,Advanced,Strong,13,Stoic,Good,Survival,Entertainer,Medium,Aggressive,High,Humble,True
Salvidienus Gaius,38,48,Thrace,163,69,Retiarius,13,2,Strength,Trident,High,Superior,0.8256440733238267,Low,3.340554862534337,Excellent,Advanced,Strong,15,Calculative,Excellent,Freedom,Entertainer,Low,Aggressive,Medium,Humble,True
Fidius Salinator,24,36,Numidia,182,105,Thraex,7,2,Agility,Dagger,Medium,Standard,0.5658502756627748,Low,6.136468684953432,Adequate,Advanced,Moderate,9,Calculative,Excellent,Glory,Soldier,Medium,Balanced,Medium,Charismatic,True
Drusus Cispius,27,102,Thrace,169,105,Retiarius,8,3,Endurance,Trident,Low,Basic,0.6542395747621544,Low,6.138593445825821,Poor,Advanced,Moderate,11,Fearful,Excellent,Glory,Entertainer,Medium,Aggressive,Medium,Intimidating,False
Honorius Fulcinia,35,15,Germania,166,101,Murmillo,9,0,Tactics,Gladius (Sword),Low,Basic,0.7779019931223576,Low,8.183396659262,Poor,Advanced,Strong,9,Calculative,Excellent,Wealth,Criminal,Medium,Balanced,High,Charismatic,True
Valerius Secundus,20,172,Greece,186,62,Thraex,6,1,Agility,Dagger,Low,Basic,0.7752687414547337,Low,5.468232985875226,Poor,Expert,Strong,7,Stoic,Excellent,Vengeance,Laborer,Medium,Aggressive,High,Humble,True
Hostilius Salvian,24,41,Rome,180,83,Provocator,8,2,Novice,Gladius (Sword),Medium,Standard,0.6990177023884688,High,1.0034466212037976,Adequate,Intermediate,Moderate,10,Stoic,Excellent,Survival,Criminal,Medium,Balanced,Low,Humble,False
Cinna Decimus,39,72,Rome,171,70,Murmillo,12,1,Novice,Dagger,Low,Basic,0.9328635018028778,Low,0.9955373027406832,Poor,Basic,Strong,13,Stoic,Good,Freedom,Entertainer,Medium,Balanced,Medium,Humble,False
Seccius Primitivus,19,76,Numidia,176,97,Secutor,4,1,Strength,Gladius (Sword),Low,Basic,0.5373218661538335,Low,7.333080628687534,Poor,Expert,Moderate,5,Stoic,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Humble,False
Menenius Felix,28,57,Rome,172,93,Hoplomachus,6,1,Novice,Spear,High,Superior,0.5781889335584932,Low,2.095626627433656,Excellent,Basic,Strong,7,Calculative,Excellent,Freedom,Entertainer,Medium,Balanced,High,Intimidating,False
Pettius Laberius,22,128,Rome,172,94,Provocator,4,2,Novice,Gladius (Sword),Low,Basic,0.50788048461773,Low,7.736756742366093,Poor,Basic,Moderate,6,Aggressive,Excellent,Freedom,Unemployed,Low,Aggressive,Medium,Intimidating,False
Laurentius Rufrius,20,48,Gaul,168,103,Thraex,4,1,Tactics,Sica (Curved Sword),High,Superior,0.5495776608511416,Low,5.793155141715435,Excellent,Expert,Strong,5,Stoic,Excellent,Wealth,Laborer,High,Balanced,High,Intimidating,False
Fidius Murena,18,43,Thrace,177,85,Thraex,6,2,Speed,Dagger,Low,Basic,0.5633032053766065,High,3.3777315119022933,Poor,Expert,Moderate,8,Fearful,Excellent,Wealth,Soldier,Low,Defensive,Low,Charismatic,False
Munatius Iuventius,42,134,Gaul,176,56,Retiarius,13,1,Endurance,Net,High,Superior,0.944316837815329,Low,1.102334500883809,Excellent,Advanced,Strong,14,Aggressive,Good,Vengeance,Unemployed,Medium,Defensive,Medium,Intimidating,True
Rufrius Castorius,40,104,Gaul,182,92,Murmillo,10,2,Endurance,Dagger,Low,Basic,0.802926820631558,Low,4.477143853059928,Poor,Advanced,Strong,12,Calculative,Good,Glory,Laborer,Medium,Balanced,Low,Flamboyant,True
Crispus Silvius,44,12,Numidia,185,91,Hoplomachus,9,4,Endurance,Spear,Low,Basic,0.6413724402298735,High,1.1311711336240982,Poor,Advanced,Moderate,13,Calculative,Fair,Vengeance,Laborer,Medium,Aggressive,Low,Humble,False
Catilius Galerius,22,46,Thrace,177,75,Thraex,8,3,Endurance,Dagger,Low,Basic,0.74812176635394,High,8.239622371952857,Poor,Advanced,Strong,11,Calculative,Excellent,Vengeance,Unemployed,Medium,Aggressive,High,Intimidating,True
Vincentius Tarquinius,27,58,Greece,167,85,Murmillo,4,0,Novice,Dagger,High,Superior,0.6588401854706298,Low,5.924339145949047,Excellent,Intermediate,Strong,4,Stoic,Excellent,Glory,Unemployed,Medium,Balanced,High,Intimidating,True
Manius Sextus,23,131,Germania,173,62,Thraex,5,2,Agility,Dagger,High,Superior,0.5279900064144979,Low,4.735965804735584,Excellent,Expert,Strong,7,Aggressive,Excellent,Survival,Laborer,Low,Aggressive,Medium,Charismatic,False
Rufius Seneca,26,138,Rome,182,83,Thraex,3,1,Strength,Sica (Curved Sword),Low,Basic,0.4424025945446521,Low,8.317935040480968,Poor,Advanced,Moderate,4,Stoic,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Intimidating,False
Nasidienus Balbus,38,51,Greece,159,114,Murmillo,11,1,Endurance,Gladius (Sword),High,Superior,0.8813049754568835,Low,3.201626062257748,Excellent,Expert,Strong,12,Aggressive,Excellent,Glory,Unemployed,Medium,Balanced,High,Humble,False
Longinius Baebius,40,151,Thrace,182,52,Retiarius,6,4,Novice,Net,Low,Basic,0.5967896375470351,Low,3.815430963877375,Poor,Intermediate,Moderate,10,Fearful,Good,Wealth,Criminal,Medium,Aggressive,Medium,Charismatic,False
Verus Lartius,23,95,Gaul,189,67,Retiarius,8,4,Novice,Trident,Medium,Standard,0.6409237816273676,Low,0.9463817114490944,Adequate,Basic,Moderate,12,Fearful,Excellent,Glory,Laborer,Low,Balanced,Medium,Humble,False
Nasennius Rabirius,35,45,Thrace,189,69,Thraex,7,5,Agility,Dagger,Low,Basic,0.5189081179624363,Low,0.9540571536622396,Poor,Advanced,Moderate,12,Stoic,Excellent,Vengeance,Unemployed,Low,Balanced,Medium,Intimidating,False
Germanicus Gratian,25,89,Gaul,170,82,Hoplomachus,5,1,Speed,Dagger,Low,Basic,0.5806675498829756,Low,3.872134166827329,Poor,Expert,Moderate,6,Calculative,Excellent,Vengeance,Unemployed,Medium,Balanced,Medium,Humble,False
Petreius Pinarus,35,38,Greece,180,77,Thraex,7,1,Agility,Sica (Curved Sword),High,Superior,0.7418682412544528,Low,7.636454466059903,Excellent,Expert,Strong,8,Stoic,Excellent,Freedom,Unemployed,Low,Balanced,High,Flamboyant,True
Cinna Camillus,26,58,Germania,180,70,Retiarius,4,1,Endurance,Net,Medium,Standard,0.4646143114880416,Low,10.645012123418098,Adequate,Expert,Moderate,5,Stoic,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Humble,False
Aquillius Numitorius,41,113,Gaul,186,89,Murmillo,14,1,Novice,Gladius (Sword),High,Superior,0.8422222089659704,High,1.0223286787479309,Excellent,Intermediate,Strong,15,Calculative,Fair,Vengeance,Laborer,Low,Balanced,High,Intimidating,True
Laelius Lamponius,39,65,Thrace,154,89,Secutor,11,5,Novice,Dagger,Medium,Standard,0.727346442279035,High,0.9391320275939896,Adequate,Intermediate,Strong,16,Calculative,Fair,Freedom,Entertainer,Low,Balanced,High,Intimidating,False
Curtius Orchius,45,9,Rome,169,52,Provocator,7,1,Agility,Dagger,Low,Basic,0.7378627432300738,Low,6.425505494498492,Poor,Advanced,Strong,8,Calculative,Good,Vengeance,Criminal,Medium,Balanced,Medium,Flamboyant,True
Pacilius Pedius,41,59,Greece,181,74,Thraex,6,0,Strength,Dagger,Medium,Standard,0.7510919042073502,Low,5.288735131229664,Adequate,Advanced,Strong,6,Fearful,Good,Survival,Laborer,Low,Balanced,High,Humble,True
Justus Porcius,26,45,Germania,165,67,Thraex,7,2,Endurance,Dagger,Medium,Standard,0.6835299679250827,Low,5.223921962704502,Adequate,Expert,Moderate,9,Fearful,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Humble,False
Nerva Marian,26,69,Thrace,190,50,Retiarius,4,2,Novice,Trident,High,Superior,0.3936937167224535,Low,3.883497639011144,Excellent,Intermediate,Strong,6,Calculative,Excellent,Wealth,Entertainer,Medium,Balanced,High,Intimidating,False
Sulpicius Paconius,43,59,Rome,177,82,Retiarius,13,1,Novice,Net,Low,Basic,0.9470197052370308,Low,4.836426933601527,Poor,Intermediate,Strong,14,Calculative,Good,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,True
Manilius Hordeonius,33,36,Thrace,170,101,Provocator,6,2,Novice,Dagger,Low,Basic,0.5773645922855511,Low,3.1228985627302595,Poor,Intermediate,Moderate,8,Stoic,Excellent,Survival,Laborer,Medium,Balanced,Medium,Intimidating,False
Ovidius Egnatius,45,76,Numidia,179,92,Hoplomachus,11,3,Agility,Dagger,Low,Basic,0.7846135087027885,Low,2.811345625364319,Poor,Advanced,Strong,14,Aggressive,Good,Survival,Unemployed,Medium,Aggressive,Medium,Charismatic,False
Vibius Varro,19,83,Numidia,174,33,Provocator,4,2,Novice,Dagger,High,Superior,0.4557876187539736,Low,5.222051692344819,Excellent,Intermediate,Strong,6,Stoic,Excellent,Survival,Soldier,High,Aggressive,High,Humble,False
Constantinus Minicius,19,115,Greece,171,87,Retiarius,4,1,Novice,Net,Medium,Standard,0.5228911167126465,Low,4.143822795822391,Adequate,Intermediate,Moderate,5,Stoic,Excellent,Glory,Soldier,High,Balanced,Low,Charismatic,False
Munatius Quirinius,20,253,Gaul,178,66,Secutor,5,2,Novice,Gladius (Sword),Low,Basic,0.5322754674433497,Low,6.098979445820786,Poor,Intermediate,Moderate,7,Stoic,Excellent,Survival,Soldier,High,Balanced,Low,Intimidating,False
Segulius Festinius,23,111,Thrace,181,48,Retiarius,6,2,Speed,Trident,Medium,Standard,0.6279208643669972,Low,5.077962525901473,Adequate,Advanced,Moderate,8,Calculative,Excellent,Freedom,Criminal,Medium,Balanced,Medium,Intimidating,True
Fidius Sittius,34,102,Gaul,163,98,Provocator,10,4,Tactics,Dagger,Low,Basic,0.7448542131246086,Low,4.012738295190894,Poor,Advanced,Strong,14,Aggressive,Excellent,Survival,Laborer,Medium,Balanced,Medium,Flamboyant,True
Sentius Candidus,22,71,Gaul,174,109,Murmillo,7,1,Novice,Dagger,Low,Basic,0.6854027484601126,Low,5.856247237287175,Poor,Intermediate,Moderate,8,Calculative,Excellent,Vengeance,Soldier,Medium,Balanced,Medium,Intimidating,True
Flavius Zeno,22,47,Greece,166,83,Provocator,6,2,Agility,Gladius (Sword),Medium,Standard,0.6267602381156745,Low,6.125193376904078,Adequate,Expert,Moderate,8,Calculative,Excellent,Glory,Soldier,Low,Defensive,Medium,Humble,True
Pilus Cornutus,40,15,Rome,185,86,Hoplomachus,11,2,Novice,Dagger,Medium,Standard,0.8869714843625371,Low,5.487794995125788,Adequate,Intermediate,Strong,13,Aggressive,Good,Vengeance,Laborer,Low,Aggressive,Low,Intimidating,True
Curtius Fabrinius,31,34,Thrace,184,67,Thraex,13,4,Novice,Sica (Curved Sword),High,Superior,0.8726185687365732,High,5.931218941066633,Excellent,Basic,Strong,17,Stoic,Excellent,Vengeance,Entertainer,Medium,Balanced,Medium,Intimidating,True
Bruttius Tarquinius,24,56,Numidia,150,84,Hoplomachus,4,0,Speed,Spear,Low,Basic,0.6010874179439311,Low,8.347940887041082,Poor,Expert,Moderate,4,Calculative,Excellent,Survival,Entertainer,High,Aggressive,Low,Intimidating,False
Pontidius Donatus,42,10,Greece,183,77,Thraex,12,4,Speed,Sica (Curved Sword),High,Superior,0.7152251551158921,High,1.0193435127635972,Excellent,Expert,Strong,16,Aggressive,Fair,Freedom,Entertainer,Medium,Defensive,Medium,Flamboyant,False
Cornelius Nigidius,31,49,Germania,191,104,Secutor,12,1,Strength,Dagger,Medium,Standard,0.7714424903038215,Low,6.019416432473477,Adequate,Expert,Strong,13,Stoic,Excellent,Survival,Entertainer,Low,Aggressive,Medium,Humble,True
Pompeius Matienus,39,30,Thrace,176,116,Murmillo,7,1,Novice,Gladius (Sword),High,Superior,0.7492474168885568,Low,6.640743038796152,Excellent,Intermediate,Strong,8,Stoic,Excellent,Survival,Entertainer,Medium,Balanced,High,Charismatic,True
Messalla Publius,33,200,Gaul,168,71,Thraex,11,3,Endurance,Sica (Curved Sword),High,Superior,0.8441908626292625,Low,5.010007114557372,Excellent,Advanced,Strong,14,Stoic,Excellent,Freedom,Entertainer,Medium,Balanced,Low,Intimidating,True
Eborius Eutropius,21,35,Rome,176,72,Retiarius,3,0,Novice,Trident,Medium,Standard,0.6041390633760649,Low,8.604168595099798,Adequate,Intermediate,Moderate,3,Aggressive,Excellent,Survival,Laborer,High,Aggressive,Medium,Intimidating,False
Bonifacius Avidius,19,127,Thrace,191,76,Provocator,5,0,Novice,Gladius (Sword),Low,Basic,0.6594838903772432,Low,6.569769622118169,Poor,Intermediate,Moderate,5,Stoic,Excellent,Vengeance,Soldier,Medium,Balanced,Low,Charismatic,True
Rufinus Lamponius,33,35,Germania,183,60,Retiarius,6,1,Strength,Trident,Medium,Standard,0.5987533116346613,Low,5.057388628145495,Adequate,Advanced,Moderate,7,Calculative,Excellent,Survival,Unemployed,Medium,Aggressive,Medium,Humble,False
Licinius Anatolius,35,125,Greece,176,75,Provocator,10,4,Endurance,Gladius (Sword),Medium,Standard,0.6488024781473002,Low,4.931961608775771,Adequate,Advanced,Moderate,14,Aggressive,Excellent,Vengeance,Criminal,Low,Aggressive,Medium,Humble,True
Lollius Fabrinius,36,39,Rome,179,87,Murmillo,6,3,Novice,Gladius (Sword),Low,Basic,0.489289428920537,Low,5.272207136602964,Poor,Intermediate,Moderate,9,Fearful,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,False
Lartius Paternus,45,203,Germania,183,105,Murmillo,16,5,Tactics,Gladius (Sword),High,Superior,0.8901664837206087,High,1.0934106720152994,Excellent,Advanced,Strong,21,Fearful,Fair,Freedom,Entertainer,Medium,Balanced,High,Charismatic,False
Justus Perperna,27,26,Gaul,163,61,Thraex,3,1,Novice,Sica (Curved Sword),Low,Basic,0.574241021816754,Low,5.969891740242651,Poor,Intermediate,Moderate,4,Fearful,Excellent,Wealth,Unemployed,Medium,Aggressive,Low,Intimidating,False
Regulus Memmius,26,84,Germania,161,58,Retiarius,14,2,Endurance,Trident,High,Superior,1.0222776669269955,High,0.9968232237619548,Excellent,Advanced,Strong,16,Calculative,Excellent,Vengeance,Entertainer,Medium,Balanced,High,Intimidating,True
Eutropius Gabinius,23,109,Germania,162,82,Secutor,5,1,Strength,Dagger,Medium,Standard,0.6370441613697798,Low,4.356905438984787,Adequate,Advanced,Moderate,6,Calculative,Excellent,Wealth,Criminal,High,Balanced,Low,Charismatic,False
Crispinus Ennius,42,37,Rome,169,69,Secutor,7,2,Tactics,Dagger,Low,Basic,0.7699070388982205,Low,2.4486007480951466,Poor,Expert,Strong,9,Fearful,Good,Glory,Entertainer,Low,Defensive,High,Intimidating,False
Atilius Numerius,45,41,Numidia,180,81,Hoplomachus,13,1,Strength,Spear,Low,Basic,1.0356700018504672,Low,1.5995869395155031,Poor,Advanced,Strong,14,Fearful,Good,Freedom,Criminal,Medium,Aggressive,Medium,Intimidating,True
Memmius Quintus,31,85,Numidia,189,75,Provocator,8,0,Strength,Gladius (Sword),Low,Basic,0.8612298897409507,Low,5.156868588954567,Poor,Expert,Strong,8,Aggressive,Excellent,Glory,Unemployed,Medium,Balanced,Medium,Humble,True
Rufius Horatius,45,21,Germania,168,63,Provocator,13,8,Speed,Dagger,Low,Basic,0.6034118982476799,High,0.9771380828963574,Poor,Advanced,Moderate,21,Calculative,Fair,Freedom,Entertainer,Low,Balanced,Medium,Charismatic,False
Cato Decentius,27,109,Numidia,154,90,Thraex,5,1,Novice,Sica (Curved Sword),Medium,Standard,0.5825521267448871,Low,1.449041085661319,Adequate,Intermediate,Moderate,6,Fearful,Excellent,Vengeance,Laborer,Low,Balanced,Medium,Intimidating,False
Sallustius Pacilius,26,26,Gaul,183,62,Retiarius,9,1,Novice,Net,Medium,Standard,0.8269967534856753,High,8.406772572686505,Adequate,Intermediate,Strong,10,Stoic,Excellent,Glory,Laborer,Medium,Balanced,High,Intimidating,True
Castorius Sedatius,20,131,Rome,186,69,Hoplomachus,2,1,Endurance,Spear,Medium,Standard,0.474044870822559,Low,4.557453256800209,Adequate,Expert,Moderate,3,Fearful,Excellent,Glory,Criminal,High,Balanced,Medium,Charismatic,False
Baebius Calventius,23,181,Greece,174,80,Provocator,7,3,Agility,Gladius (Sword),Low,Basic,0.5445933217475605,Low,1.1367285618800065,Poor,Expert,Moderate,10,Aggressive,Excellent,Wealth,Soldier,High,Balanced,Medium,Intimidating,False
Rullianus Baebius,38,18,Germania,176,70,Secutor,7,2,Strength,Gladius (Sword),High,Superior,0.6089144938362797,High,0.9226958025066336,Excellent,Expert,Strong,9,Calculative,Good,Wealth,Unemployed,Medium,Aggressive,Medium,Intimidating,False
